Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
421626,2018-01-01,5,First Class,Canada,Rivière-du-Loup,Québec,G5R,Michelle Huthwaite,Albany Pine Finish,42,0.33
419446,2018-01-01,11,Expedited,United States,Boca Raton,Florida,33499,Natalie Fritzler,100 Message Capacity,83,0.39
846731,2018-01-01,25,Standard Class,Canada,Victoria,British Columbia,V9A,Sean Christensen,Wilson Jones data.warehouse D-Ring Binders with DublLock,94,0.01
970803,2018-01-01,24,First Class,Mexico,El Limon,Guerrero,39271,Nick Zandusky,Nontoxic Chalk,59,0.68
715912,2018-01-01,30,Second Class,Canada,Virden,Manitoba,J5V,Bruce Stewart,200 Sets/Book,81,0.53
83280,2018-01-01,27,Expedited,United States,Conroe,Texas,77305,Trudy Brown,Acme Value Line Scissors,16,0.33
762377,2018-01-01,19,First Class,Canada,Penticton,British Columbia,V2A,Cindy Stewart,Wilson Jones Four-Pocket Poly Binders,38,0.25
131313,2018-01-01,16,Expedited,United States,Naples,Florida,34102,Susan Vittorini,Advantus Panel Wall Certificate Holder - 8.5x11,76,0.14
493633,2018-01-01,7,First Class,United States,Elmira,New York,14905,Bill Donatelli,GBC ProClick Punch Binding System,12,0.02
687681,2018-01-01,10,First Class,Mexico,San Antonio,San Luis Potosi,78436,Neil Ducich,Macally Suction Cup Mount,90,0.67
168024,2018-01-01,15,Standard Class,Canada,Moncton,New Brunswick,E1C,Darrin Martin,Cisco SPA 501G IP Phone,96,0.15
854558,2018-01-01,16,Standard Class,Mexico,Hidalgo,Veracruz Llave,96980,Rick Huthwaite,Acco Four Pocket Poly Ring Binder with Label Holder,91,0.17
929557,2018-01-01,30,First Class,United States,Salt Lake City,Utah,84105,Chris Selesnick,Assorted Sizes,87,0.56
290567,2018-01-01,20,Standard Class,United States,El Paso,Texas,79945,Frank Atkinson,400 Messages per Book,62,0.59
649652,2018-01-01,24,Expedited,United States,Maple Plain,Minnesota,55579,Neil Ducich,Faber Castell Col-Erase Pencils,85,0.07
792986,2018-01-01,8,Second Class,United States,Oakland,California,94622,Bart Watters,Prestige Round Ring Binders,17,0.72
621956,2018-01-01,11,First Class,Mexico,Benito Juarez,Oaxaca,68448,Yoseph Carroll,GBC Recycled Grain Textured Covers,6,0.51
590998,2018-01-01,22,Standard Class,Canada,Gibbons,Alberta,M1E,Pauline Webber,8 1/2 x 11,31,0.6
789323,2018-01-01,25,First Class,Canada,Nelson,British Columbia,V1L,Maris LaWare,Safco Chair Connectors,99,0.61
383053,2018-01-01,4,Expedited,United States,Daytona Beach,Florida,32128,Edward Becker,Executive Impressions 13 Clairmont Wall Clock,98,0.25
2320,2018-01-01,19,Expedited,Mexico,Benito Juarez,Veracruz Llave,95749,Dave Brooks,White,26,0.29
113630,2018-01-01,27,Second Class,United States,Rochester,New York,14609,Xylona Preis,X-Rack File for Hanging Folders,3,0.31
877741,2018-01-01,27,Expedited,United States,Denver,Colorado,80279,Phillip Breyer,Macally Suction Cup Mount,59,0.52
486580,2018-01-01,13,Expedited,United States,Spring,Texas,77386,Ionia McGrath,Bevis Round Conference Room Tables and Bases,82,0.14
853045,2018-01-01,5,Second Class,Canada,Kentville,Nova Scotia,B4N,Mitch Webber,Xerox 1909,85,0.53
80063,2018-01-01,14,Standard Class,Canada,Havre-Saint-Pierre,Québec,H4R,Daniel Lacy,GBC Personal VeloBind Strips,92,0.43
295932,2018-01-01,7,Expedited,United States,Amarillo,Texas,79105,Stefanie Holloman,Seth Thomas 14 Day/Date Wall Clock,42,0.7
752038,2018-01-01,14,Expedited,Mexico,Jardin,Veracruz Llave,93439,Edward Hooks,4/Pack,92,0.06
546977,2018-01-01,26,Second Class,United States,Miami,Florida,33158,Dennis Bolton,Avery 506,1,0.07
63847,2018-01-01,8,Second Class,United States,Tulsa,Oklahoma,74103,Ralph Arnett,Belkin F9G930V10-GRY 9 Outlet Surge,69,0.12
732633,2018-01-01,24,Expedited,Mexico,La Virgen,Mexico,50695,Deanra Eno,Bretford CR8500 Series Meeting Room Furniture,80,0.35
981715,2018-01-01,25,Standard Class,United States,Philadelphia,Pennsylvania,19151,Raymond Buch,Avery Metallic Poly Binders,18,0.38
446990,2018-01-01,22,First Class,United States,Durham,North Carolina,27717,Jonathan Howell,White,97,0.1
998878,2018-01-01,18,Standard Class,United States,New Orleans,Louisiana,70149,Nora Paige,Perma STOR-ALL Hanging File Box,34,0.57
705363,2018-01-01,23,First Class,Mexico,El Carmen,Chiapas,29950,Ralph Arnett,Jiffy Padded Mailers with Self-Seal Closure,72,0.04
220650,2018-01-01,17,First Class,Mexico,Lazaro Cardenas,Michoacan De Ocampo,61150,Marc Harrigan,Ibico Plastic and Wire Spiral Binding Combs,67,0.16
662332,2018-01-01,3,Expedited,Mexico,San Antonio,Guanajuato,37853,George Bell,72h,68,0.26
568676,2018-01-01,30,Expedited,United States,Baltimore,Maryland,21216,Stephanie Ulpright,Fellowes Presentation Covers for Comb Binding Machines,98,0.24
34826,2018-01-01,5,Expedited,Canada,Thetford-Mines,Québec,G6G,Roy Skaria,LF Elite 3D Dazzle Designer Hard Case Cover,50,0.18
224162,2018-01-01,9,Second Class,Mexico,Lindavista,Michoacan De Ocampo,58140,Bruce Galang,Insertable Tab Post Binder Dividers,15,0.28
185957,2018-01-01,10,First Class,United States,Canton,Ohio,44710,Theresa Swint,4/Carton,49,0.37
975216,2018-01-01,12,Standard Class,United States,Houston,Texas,77090,Kean Thornton,1040 sheets,65,0.43
131648,2018-01-01,6,Second Class,Canada,Nanton,Alberta,L5M,Giulietta Dortch,Sharp 1540cs Digital Laser Copier,15,0.03
144995,2018-01-01,26,Standard Class,United States,Phoenix,Arizona,85010,Carol Triggs,GBC Instant Index System for Binding Systems,60,0.15
672472,2018-01-01,20,Second Class,United States,San Francisco,California,94159,Benjamin Venier,Xerox 1897,7,0.13
79785,2018-01-01,8,Expedited,Mexico,La Huerta,Mexico,53338,Sally Hughsby,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,93,0.66
653213,2018-01-01,13,Expedited,United States,Lincoln,Nebraska,68505,Jim Sink,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables,31,0.06
645468,2018-01-01,12,Second Class,Mexico,La Esperanza,Michoacan De Ocampo,58337,Sharelle Roach,Wirebound Message Book,78,0.03
83786,2018-01-01,29,Standard Class,Mexico,Independencia,Nayarit,63136,Mary Zewe,Adjustable Personal File Tote,10,0.53
425986,2018-01-01,2,First Class,Canada,Victoria,British Columbia,V9A,Joni Wasserman,Wirebound Four 2-3/4 x 5 Forms per Page,41,0.05
979111,2018-01-01,28,Expedited,United States,Silver Spring,Maryland,20910,Linda Cazamias,GBC Personal VeloBind Strips,77,0.41
516532,2018-01-01,3,Second Class,United States,Van Nuys,California,91406,Darrin Van Huff,12 X 8 1/2,43,0.64
245194,2018-01-01,12,First Class,United States,Lubbock,Texas,79405,John Stevenson,Xerox 216,43,0.63
403316,2018-01-01,22,First Class,Mexico,La Esperanza,Tamaulipas,87076,Brad Thomas,1 Bulb per Pack,9,0.09
925753,2018-01-01,5,First Class,Canada,Mont-Royal,Québec,H5B,Vivek Sundaresam,Eldon Portable Mobile Manager,87,0.22
606605,2018-01-01,23,First Class,United States,Norfolk,Virginia,23504,Tanja Norvell,Xerox 1988,49,0.56
729418,2018-01-01,23,First Class,United States,Evansville,Indiana,47725,Alejandro Grove,Prang Colored Pencils,7,0.2
415646,2018-01-01,21,First Class,United States,Mesa,Arizona,85205,Jason Klamczynski,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,52,0.47
133040,2018-01-01,8,Standard Class,Mexico,San Isidro,Mexico,54730,Deirdre Greer,GE DSL Phone Line Filter,36,0.36
500327,2018-01-01,19,First Class,United States,New York City,New York,10004,Tonja Turnell,White,47,0.71
761692,2018-01-01,15,First Class,United States,Portland,Oregon,97255,Tanja Norvell,Xerox 1933,29,0.22
653573,2018-01-01,19,First Class,United States,Nashville,Tennessee,37220,Corey Catlett,Executive Impressions 13 Chairman Wall Clock,73,0.62
632331,2018-01-01,14,Expedited,Mexico,La Soledad,Michoacan De Ocampo,58118,Cindy Stewart,Clear Mylar Reinforcing Strips,31,0.21
524342,2018-01-01,4,Standard Class,United States,Amarillo,Texas,79171,Lisa DeCherney,Dark Blue,88,0.7
38067,2018-01-01,10,Second Class,United States,Gatesville,Texas,76598,Robert Barroso,Square Credit Card Reader,72,0.71
333083,2018-01-01,3,Expedited,United States,Stamford,Connecticut,06905,Vicky Freymann,GBC Wire Binding Combs,99,0.05
751041,2018-01-01,3,First Class,Mexico,Los Mangos,Veracruz Llave,93228,Lisa DeCherney,Four 5 1/2 X 4 Forms/Pg.,62,0.45
854573,2018-01-01,6,Standard Class,Canada,Richmond,British Columbia,V6Y,Nora Preis,DAX Natural Wood-Tone Poster Frame,71,0.49
428984,2018-01-01,4,Standard Class,Mexico,Fovissste,Chihuahua,33980,Don Jones,Acco PRESSTEX Data Binder with Storage Hooks,74,0.63
788598,2018-01-01,14,Standard Class,United States,Gainesville,Florida,32605,Sean Wendt,ImationÂ Clip USBÂ flash driveÂ - 8 GB,17,0.56
347504,2018-01-01,9,Second Class,Mexico,San Miguel,Mexico,51700,Sean Wendt,Grandstream GXP1160 VoIP phone,89,0.03
46378,2018-01-01,24,First Class,Canada,Okanagan,British Columbia,T0P,Natalie Webber,Xerox 1891,82,0.12
393175,2018-01-01,15,First Class,Mexico,Buenavista,Jalisco,47216,Nick Crebassa,PowerGen Dual USB Car Charger,69,0.38
516374,2018-01-01,23,Standard Class,United States,Cincinnati,Ohio,45228,Michael Stewart,Eldon Delta Triangular Chair Mat,72,0.09
901458,2018-01-01,17,Expedited,Canada,Delaware,Ontario,M3H,Corinna Mitchell,WD My Passport Ultra 500GB Portable External Hard Drive,66,0.21
659241,2018-01-01,7,Standard Class,United States,Waco,Texas,76705,Pete Takahito,GBC Plastic Binding Combs,31,0.11
900787,2018-01-01,20,Standard Class,United States,Boston,Massachusetts,02216,Steven Cartwright,Maxell 4.7GB DVD-RW 3/Pack,42,0.19
293915,2018-01-01,28,First Class,Mexico,Guadalupe,Jalisco,45310,Brosina Hoffman,6/Carton,31,0.27
13691,2018-01-01,5,Expedited,Mexico,Reforma,Oaxaca,69818,Darren Powers,Space Solutions Commercial Steel Shelving,93,0.07
681606,2018-01-01,8,Standard Class,United States,Amarillo,Texas,79165,Carlos Daly,4/Pack,5,0.47
18619,2018-01-01,1,Expedited,Canada,Brant,Ontario,N3T,Bill Donatelli,Premium Transparent Presentation Covers by GBC,100,0.39
22160,2018-01-01,23,Expedited,Canada,Saint-Bruno-de-Guigues,Québec,G6B,Anna HÃ¤berlin,Avery 49,13,0.21
379743,2018-01-01,7,Standard Class,United States,Oceanside,California,92056,Dean Katz,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders,98,0.03
720512,2018-01-01,6,Standard Class,Canada,Picton,Ontario,S0H,Michelle Huthwaite,4 1/8 x 9 1/2,5,0.49
18314,2018-01-01,22,Second Class,Canada,Watrous,Saskatchewan,L9T,Nicole Brennan,Avery 495,57,0.45
909555,2018-01-01,18,Standard Class,Mexico,Buenavista,Guerrero,39250,Stewart Carmichael,19-Hole,71,0.52
136682,2018-01-01,16,Standard Class,United States,Salinas,California,93907,Harold Engle,GBC Poly Designer Binding Covers,36,0.11
423807,2018-01-01,11,First Class,Canada,Saint-André-Avellin,Québec,T5Y,Eleni McCrary,Newell 320,8,0.74
717005,2018-01-01,22,Expedited,Canada,Boissevain,Manitoba,G7S,Susan Pistek,Vinyl Sectional Post Binders,87,0.57
118070,2018-01-01,8,First Class,Canada,Macklin,Saskatchewan,B0K,Jay Kimmel,Blue,60,0.23
843621,2018-01-01,1,Expedited,United States,Decatur,Georgia,30033,Harold Dahlen,Alliance Big Bands Rubber Bands,60,0.32
532627,2018-01-01,24,Standard Class,Canada,La Broquerie,Manitoba,L2G,Greg Hansen,AT&T CL82213,27,0.3
781492,2018-01-01,3,Expedited,Mexico,Niños Heroes,Oaxaca,68145,Giulietta Weimer,Sauder Facets Collection Library,71,0.64
954125,2018-01-01,4,Expedited,United States,Aurora,Colorado,80044,Anthony Witt,Avery Durable Poly Binders,25,0.64
75659,2018-01-01,16,Second Class,Mexico,La Palma,Mexico,52600,Sandra Flanagan,Logitech Trackman Marble Mouse,77,0.19
772645,2018-01-01,4,Expedited,Canada,Innisfil,Ontario,L9S,Marc Crier,Peel & Seel Envelopes,29,0.6
728350,2018-01-01,19,First Class,Mexico,Guadalupe,Oaxaca,71605,Maxwell Schwartz,Premium Transparent Presentation Covers,3,0.14
966359,2018-01-01,20,Second Class,Canada,Winnipeg,Manitoba,R3L,Rick Reed,Global Comet Stacking Armless Chair,59,0.07
383713,2018-01-01,30,Standard Class,United States,Jefferson City,Missouri,65110,Theone Pippenger,Wirebound,4,0.15
529933,2018-01-01,5,Standard Class,Canada,Sainte-Anne-des-Monts,Québec,L8P,Brendan Dodson,Avery Arch Ring Binders,45,0.15
36131,2018-01-01,10,First Class,Canada,Bancroft,Ontario,S4X,Kelly Collister,Smoke,65,0.12
819426,2018-01-01,11,Expedited,Canada,Campbellton,New Brunswick,E3N,Muhammed MacIntyre,Eaton Premium Continuous-Feed Paper,9,0.43
223465,2018-01-01,1,Expedited,United States,Little Rock,Arkansas,72204,Laura Armstrong,Sauder Cornerstone Collection Library,65,0.33
150977,2018-01-01,14,Standard Class,Canada,Val-d'Or,Québec,J9P,Charles Crestani,36 x 48,62,0.36
369144,2018-01-01,1,Second Class,Mexico,El Zapote,Guerrero,39949,Cathy Prescott,SAFCO Commercial Wire Shelving,21,0.47
855091,2018-01-01,25,Standard Class,United States,Shreveport,Louisiana,71161,Sam Zeldin,Griffin GC17055 Auxiliary Audio Cable,86,0.49
308285,2018-01-01,29,Second Class,United States,Washington,District of Columbia,20409,Anne Pryor,Xerox 1945,46,0.09
632004,2018-01-01,14,Standard Class,United States,Washington,District of Columbia,20430,"",Dana Fluorescent Magnifying Lamp,24,0.21
127629,2018-01-01,29,Expedited,United States,Racine,Wisconsin,53405,Toby Braunhardt,Electrix Incandescent Magnifying Lamp,60,0.72
100911,2018-01-01,27,Standard Class,Mexico,La Esperanza,Guerrero,40894,Kimberly Carter,Advantus Motivational Note Cards,6,0.4
672914,2018-01-01,29,First Class,United States,Los Angeles,California,90040,Rob Lucas,12/Box,78,0.45
299315,2018-01-01,21,First Class,United States,San Jose,California,95113,Charles Sheldon,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,61,0.45
464913,2018-01-01,24,First Class,Canada,Kapuskasing,Ontario,P5N,Noah Childs,Bevis Round Conference Table Top,80,0.01
448002,2018-01-01,17,Second Class,United States,Schaumburg,Illinois,60193,Jonathan Doherty,GBC DocuBind P400 Electric Binding System,8,0.59
527076,2018-01-01,23,Second Class,United States,Jackson,Mississippi,39216,Shaun Chance,Wirebound Service Call Books,41,0.1
285986,2018-01-01,10,Expedited,Canada,Little Current,Ontario,J6A,George Ashbrook,Ebony,43,0.18
853870,2018-01-01,27,Expedited,Canada,Spirit River,Alberta,V2G,Kean Nguyen,Logitech Illuminated Ultrathin Keyboard with Backlighting,53,0.03
866104,2018-01-01,4,First Class,Canada,Bassano,Alberta,M5G,Corey Catlett,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,15,0.3
306057,2018-01-01,19,Standard Class,United States,Gainesville,Florida,32627,Sheri Gordon,Chisel Tip,38,0.14
164499,2018-01-01,2,Expedited,United States,Minneapolis,Minnesota,55417,Susan MacKendrick,RCA Visys Integrated PBX 8-Line Router,28,0.18
376622,2018-01-01,21,Expedited,Canada,Pilot Butte,Saskatchewan,N8M,Jim Sink,Okidata B400 Printer,37,0.63
166532,2018-01-01,9,Standard Class,United States,Atlanta,Georgia,31119,Sara Luxemburg,Xerox 1995,20,0.53
219496,2018-01-01,23,Second Class,Mexico,Francisco I Madero,Zacatecas,98351,Mitch Webber,Angle-D Ring Binders,100,0.71
930253,2018-01-01,19,Second Class,Mexico,Vicente Guerrero,Guerrero,39200,Mike Gockenbach,Vtech CS6719,53,0.75
144037,2018-01-01,9,First Class,United States,Chicago,Illinois,60624,Stuart Van,Avery 482,2,0.01
839923,2018-01-01,25,Expedited,Canada,Carbonear,Newfoundland and Labrador,A1Y,Dan Campbell,No Pattern/Clear,58,0.6
175880,2018-01-01,9,Second Class,United States,Santa Monica,California,90410,Frank Gastineau,Acco 6 Outlet Guardian Basic Surge Suppressor,86,0.63
750918,2018-01-01,27,Standard Class,Mexico,Emiliano Zapata,Morelos,62984,Stuart Calhoun,Regeneration Desk Collection,75,0.54
122854,2018-01-01,11,Second Class,United States,Erie,Pennsylvania,16565,Resi PÃ¶lking,Premium Transparent Presentation Covers,38,0.65
907885,2018-01-01,4,First Class,United States,Peoria,Illinois,61635,Anemone Ratner,4/Pack,85,0.4
797836,2018-01-01,18,Expedited,United States,Miami,Florida,33175,Becky Castell,Xerox 211,95,0.73
652849,2018-01-01,11,Expedited,United States,Memphis,Tennessee,38126,Jason Gross,Xerox 1990,51,0.02
489107,2018-01-01,26,Second Class,Canada,Saint-André-Avellin,Québec,T5Y,Steve Nguyen,Black,97,0.51
243820,2018-01-01,3,Expedited,Canada,Millet,Alberta,T8C,Tracy Poddar,Xerox 1925,77,0.32
848710,2018-01-01,29,First Class,United States,Shawnee Mission,Kansas,66205,Patrick Bzostek,Xerox 1881,67,0.66
793564,2018-01-01,19,Expedited,Canada,Swan Hills,Alberta,L2T,Corey-Lock,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,19,0.18
978795,2018-01-01,23,First Class,Canada,Okanagan,British Columbia,T0P,Harold Pawlan,Assorted,36,0.44
925924,2018-01-01,9,Second Class,Mexico,El Paraiso,Guerrero,40050,Alan Dominguez,Turquoise Lead Holder with Pocket Clip,10,0.36
200422,2018-01-01,7,Expedited,Canada,Greenwood,Nova Scotia,E6J,Sean Miller,Sterilite Show Offs Storage Containers,81,0.58
448619,2018-01-01,19,Standard Class,United States,Richmond,Virginia,23237,John Grady,Stacking Trays by OIC,94,0.24
876832,2018-01-01,20,Standard Class,Canada,Saint-Tite,Québec,G8B,Dave Kipp,1/Pack,10,0.54
471434,2018-01-01,16,Standard Class,Canada,Lambton Shores,Ontario,J5T,Tom Boeckenhauer,4/Carton,84,0.73
858902,2018-01-01,6,Standard Class,United States,Whittier,California,90610,Anna HÃ¤berlin,Tennsco 6- and 18-Compartment Lockers,81,0.53
179837,2018-01-01,29,First Class,Mexico,Vista Hermosa,Guanajuato,38542,Aimee Bixby,Staples in misc. colors,9,0.33
361948,2018-01-01,30,First Class,United States,Winter Haven,Florida,33884,Benjamin Patterson,Xerox 1986,99,0.54
941791,2018-01-01,14,Second Class,United States,Fort Worth,Texas,76110,Linda Southworth,American Pencil,52,0.29
12322,2018-01-01,22,Second Class,Canada,Baie-Comeau,Québec,K1M,Julia Barnett,Eldon File Chest Portable File,37,0.64
663930,2018-01-01,7,Expedited,Canada,Newmarket,Ontario,L9N,Dorothy Wardle,netTALK DUO VoIP Telephone Service,90,0.34
669928,2018-01-01,9,Second Class,Canada,Peachland,British Columbia,B3S,Ed Braxton,Xerox 1949,68,0.12
260810,2018-01-01,24,Standard Class,United States,Waco,Texas,76705,Paul MacIntyre,Document Clip Frames,43,0.47
708262,2018-01-01,20,Standard Class,Mexico,Los Pinos,Michoacan De Ocampo,61650,Evan Henry,Global High-Back Leather Tilter,53,0.47
685772,2018-01-01,1,Expedited,United States,Saint Paul,Minnesota,55108,Karen Ferguson,Contemporary Borderless Frame,100,0.13
880250,2018-01-01,4,Second Class,Canada,Lumsden,Saskatchewan,L7E,Ralph Ritter,Crimson,21,0.38
171091,2018-01-01,6,First Class,Mexico,San Miguel,Chiapas,30560,Tracy Zic,Binney & Smith inkTank Erasable Desk Highlighter,8,0.35
857467,2018-01-01,1,First Class,United States,Fort Pierce,Florida,34981,Mitch Willingham,DAX Cubicle Frames,53,0.05
225572,2018-01-01,11,Expedited,United States,Atlanta,Georgia,30323,Pete Takahito,Rosewill 107 Normal Keys USB Wired Standard Keyboard,8,0.44
213105,2018-01-01,23,Expedited,Canada,Hope,British Columbia,V7R,Harry Marie,4 x 5 1/4,26,0.08
125496,2018-01-01,1,Standard Class,United States,Fairbanks,Alaska,99709,Lindsay Shagiari,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,20,0.16
52294,2018-01-01,20,First Class,Canada,Drayton Valley,Alberta,T7A,Annie Thurman,Cisco 8x8 Inc. 6753i IP Business Phone System,8,0.25
126568,2018-01-01,21,First Class,Mexico,Lindavista,Guerrero,40800,Tracy Zic,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,38,0.37
68043,2018-01-01,27,Second Class,United States,Washington,District of Columbia,20238,Muhammed MacIntyre,Black,7,0.5
594602,2018-01-01,29,First Class,United States,Youngstown,Ohio,44505,Aaron Bergman,Walnut,28,0.33
553223,2018-01-01,23,First Class,United States,Bloomington,Indiana,47405,Roy Phan,Acco PRESSTEX Data Binder with Storage Hooks,8,0.71
187773,2018-01-01,26,First Class,Mexico,El Tejocote,Mexico,50625,Sally Hughsby,Rogers Handheld Barrel Pencil Sharpener,63,0.46
75820,2018-01-01,26,Expedited,United States,Chicago,Illinois,60674,Jeremy Pistek,Ibico Standard Transparent Covers,17,0.37
474681,2018-01-01,18,Second Class,United States,Virginia Beach,Virginia,23454,Nick Radford,Fellowes Super Stor/Drawer,59,0.08
133122,2018-01-01,13,Expedited,United States,Erie,Pennsylvania,16505,Ann Blume,Xerox 216,32,0.06
990223,2018-01-01,2,Standard Class,United States,Seattle,Washington,98104,Justin Ellison,Lexmark MX611dhe Monochrome Laser Printer,42,0.37
537209,2018-01-01,18,Expedited,United States,Kissimmee,Florida,34745,Steven Cartwright,Wilson Jones Hanging View Binder,20,0.71
934327,2018-01-01,21,Expedited,United States,Wilkes Barre,Pennsylvania,18763,Harold Ryan,Acme Box Cutter Scissors,97,0.44
189429,2018-01-01,1,First Class,Canada,Athabasca,Alberta,T9S,Jasper Cacioppo,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,62,0.62
515127,2018-01-01,6,Expedited,Canada,Saskatoon,Saskatchewan,S7W,Don Miller,8-3/4 x 5-1/8,34,0.52
221608,2018-01-01,6,Second Class,Mexico,Revolucion Verde,Tamaulipas,87445,Karen Bern,Contemporary Borderless Frame,31,0.27
746954,2018-01-01,23,Standard Class,Mexico,La Esperanza,Guanajuato,37900,Anna Andreadi,GBC DocuBind P50 Personal Binding Machine,47,0.57
12942,2018-01-01,15,Expedited,United States,Albany,Georgia,31704,Joy Bell-,10 x 13,33,0.62
425993,2018-01-01,4,First Class,United States,El Paso,Texas,79940,Anthony Johnson,Newell 322,73,0.04
242179,2018-01-01,10,First Class,Mexico,San Miguel,Guanajuato,36352,Tracy Poddar,Global Leather Highback Executive Chair with Pneumatic Height Adjustment,53,0.55
231368,2018-01-01,22,Second Class,Mexico,Solidaridad,Veracruz Llave,94330,Patrick Ryan,VariCap6 Expandable Binder,28,0.16
400380,2018-01-01,18,Standard Class,Mexico,Emiliano Zapata,Morelos,62984,Jamie Kunitz,SanDisk Cruzer 32 GB USB Flash Drive,25,0.05
832936,2018-01-01,27,First Class,Mexico,La Palma,Hidalgo,42082,Mitch Willingham,GBC VeloBinder Strips,83,0.6
998828,2018-01-01,27,Second Class,Mexico,Melchor Ocampo,Michoacan De Ocampo,61910,Jason Gross,8-1/2x11,4,0.25
794727,2018-01-01,22,Second Class,United States,Ocala,Florida,34479,Roy Skaria,Binney & Smith inkTank Desk Highlighter,82,0.63
117043,2018-01-01,7,First Class,United States,Philadelphia,Pennsylvania,19178,Erin Mull,AT&T SB67148 SynJ,41,0.66
704400,2018-01-01,9,Expedited,Mexico,Providencia,Durango,35364,Sheri Gordon,Chisel Tip,81,0.21
452980,2018-01-01,9,First Class,United States,Wichita,Kansas,67210,Theone Pippenger,Ibico Plastic and Wire Spiral Binding Combs,28,0.64
961959,2018-01-01,16,Standard Class,United States,Tyler,Texas,75799,Karen Seio,Green Canvas Binder for 8-1/2 x 14 Sheets,8,0.74
876532,2018-01-01,7,First Class,Canada,Hearst,Ontario,S4A,John Murray,GE General Use Halogen Bulbs,28,0.31
845349,2018-01-01,19,Second Class,United States,Little Rock,Arkansas,72215,David Wiener,Belkin Standard 104 key USB Keyboard,70,0.53
449584,2018-01-01,20,Expedited,United States,Tyler,Texas,75710,Cathy Armstrong,25/Bx,99,0.45
751921,2018-01-01,2,Second Class,United States,El Paso,Texas,88525,Roy Collins,White,28,0.56
404970,2018-01-01,11,Expedited,United States,Beaufort,South Carolina,29905,Shirley Jackson,Metal Folding Chairs,35,0.63
269504,2018-01-01,18,First Class,Mexico,San Miguel,Guerrero,39230,Michael Nguyen,Sony 64GB Class 10 Micro SDHC R40 Memory Card,58,0.04
392057,2018-01-01,5,Expedited,United States,Albany,New York,12205,Barry Weirich,Eldon Regeneration Recycled Desk Accessories,17,0.71
2050,2018-01-01,17,First Class,United States,Zephyrhills,Florida,33543,Andrew Gjertsen,2nd Generation,52,0.15
707761,2018-01-01,28,Expedited,United States,Saginaw,Michigan,48604,Todd Boyes,Xerox 1967,88,0.25
870972,2018-01-01,23,Standard Class,United States,Austin,Texas,78764,Becky Martin,Fellowes Premier Superior Surge Suppressor,6,0.28
379948,2018-01-01,25,Standard Class,Mexico,San Antonio,Hidalgo,43131,Nicole Brennan,Hon Multipurpose Stacking Arm Chairs,91,0.72
683748,2018-01-01,10,Expedited,United States,Tampa,Florida,33615,Larry Blacks,Black,1,0.1
893228,2018-01-01,25,First Class,Canada,Gjoa Haven,Nunavut,J7R,Christopher Schild,Xerox 189,72,0.38
151360,2018-01-01,3,Expedited,Canada,Saint-Bruno-de-Guigues,Québec,G6B,David Smith,Hon Pagoda Stacking Chairs,83,0.69
824313,2018-01-01,7,First Class,United States,Seattle,Washington,98109,Maris LaWare,Master Caster Door Stop,36,0.02
563937,2018-01-01,13,First Class,United States,Newport Beach,California,92662,Carl Jackson,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,23,0.05
581728,2018-01-01,10,Second Class,Canada,Gananoque,Ontario,K7G,Noel Staavos,Green Canvas Binder for 8-1/2 x 14 Sheets,17,0.05
9878,2018-01-01,17,Standard Class,United States,Torrance,California,90505,Ed Ludwig,Logitech G700s Rechargeable Gaming Mouse,76,0.43
502802,2018-01-01,5,Second Class,Canada,Merritt,British Columbia,V1K,Edward Hooks,Binder Clips by OIC,9,0.5
659360,2018-01-01,30,Standard Class,United States,Syracuse,New York,13205,Justin MacKendrick,Oval End Table,21,0.61
386425,2018-01-01,27,Expedited,Mexico,San Rafael,Guerrero,41640,Erin Mull,OIC #2 Pencils,23,0.67
274720,2018-01-01,15,Second Class,United States,New Orleans,Louisiana,70179,Guy Phonely,52 x 58,91,0.13
441569,2018-01-01,13,Expedited,United States,Las Vegas,Nevada,89178,Chad Cunningham,Fellowes Super Stor/Drawer,24,0.24
974203,2018-01-01,2,Expedited,Canada,Ajax,Ontario,L1Z,Anna Gayman,Avery Durable Plastic 1 Binders,79,0.3
710112,2018-01-01,25,Standard Class,United States,Naples,Florida,34114,Katherine Nockton,AT&T EL51110 DECT,16,0.64
209021,2018-01-01,17,Standard Class,United States,Washington,District of Columbia,20078,Shahid Collister,400 Message Capacity,3,0.02
137335,2018-01-01,15,Second Class,United States,Charlotte,North Carolina,28205,Alex Grayson,8-1/2 x 11,5,0.36
